Date,Time,Booking_ID,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Driver_Not_Moving_Toward_Pickup,Driver_Asked_to_Cancel,AC_Not_Working,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Incomplete_Rides,Incomplete_Ride_Reason,Booking_Value_INR,Ride_Distance_km,Driver_Rating,Customer_Rating,Overall_Booking_Status
30-10-2025,01:32,CNR7572117964,CUST64207,Auto,HSR Layout,Banashankari,6.01,18.46,0,,No,No,No,0,,0,,530.35,19.87,4.1,4.8,Success
29-10-2025,04:06,CNR9583907634,CUST96424,Prime Plus,Ramamurthy Nagar,Koramangala 5th Block,6.09,22.36,0,,No,No,No,0,,0,,942.84,12.49,3.5,4.9,Success
27-10-2025,04:17,CNR8799623679,CUST62770,Auto,Rajajinagar,Jayanagar,,,0,,No,No,No,1,Too Many People,0,,157.09,15.46,,,Cancelled by Driver
05-10-2025,00:29,CNR1653927590,CUST13651,Mini,Nagarbhavi,Electronic City,,,0,,No,No,No,1,Customer Sick/Coughing,0,,141.51,14.97,,,Cancelled by Driver
15-10-2025,21:24,CNR3151488414,CUST99437,Prime SUV,MG Road,Brookefield,9.82,18.04,0,,No,No,No,0,,0,,804.25,9.25,3.8,3.3,Success
23-10-2025,13:18,CNR2967963539,CUST78139,Prime SUV,Hebbal,Frazer Town,,,0,,No,No,Yes,1,Personal Car Issue,0,,444.63,17.69,,,Cancelled by Driver
17-10-2025,23:40,CNR6182073240,CUST25433,Auto,Vijayanagar,Frazer Town,,,0,,No,No,No,0,,1,Customer Demand,488.47,3.97,,,Incomplete
03-10-2025,20:21,CNR2309769714,CUST10652,Auto,Sarjapur Road,Vijayanagar,,,1,Change of Plans,No,No,No,0,,0,,429.26,7.14,,,Cancelled by Customer
18-10-2025,21:52,CNR8626094700,CUST93617,eBike,Mahadevapura,Varthur,,,0,,No,No,No,1,Too Many People,0,,326.57,16.22,,,Cancelled by Driver
11-10-2025,06:24,CNR1903572126,CUST72323,Mini,MG Road,KR Puram,,,0,,No,No,No,1,Too Many People,0,,296.91,15.74,,,Cancelled by Driver
26-10-2025,04:53,CNR8961624553,CUST83972,Prime Plus,Hennur,Koramangala 5th Block,6.97,8.4,0,,No,No,No,0,,0,,309.04,11.92,3.3,4.5,Success
06-10-2025,18:08,CNR2064600175,CUST81386,eBike,Yeshwanthpur,MG Road,,,0,,No,No,No,0,,1,Other Issue,209.01,13.77,,,Incomplete
27-10-2025,03:48,CNR5356682156,CUST42496,Auto,Banaswadi,Kadugodi,4.67,15.72,0,,No,No,No,0,,0,,912.74,18.7,3.9,3.6,Success
12-10-2025,22:15,CNR7734926335,CUST91910,Auto,Kadugodi,Kundalahalli,,,1,Wrong Address,No,No,No,0,,0,,400.58,1.01,,,Cancelled by Customer
22-10-2025,23:21,CNR2301774042,CUST58417,Mini,Mahadevapura,MG Road,,,0,,No,No,No,1,Customer Sick/Coughing,0,,278.8,16.79,,,Cancelled by Driver
26-10-2025,01:40,CNR2374783316,CUST69894,Auto,Kalyan Nagar,Malleshwaram,,,1,Wrong Address,No,No,No,0,,0,,425.9,1.55,,,Cancelled by Customer
17-10-2025,03:06,CNR3895918196,CUST64685,Prime Plus,Cox Town,Frazer Town,5.6,19.62,0,,No,No,No,0,,0,,130.7,19.2,3.4,3.4,Success
30-10-2025,07:17,CNR8644872620,CUST78881,Prime Plus,Cox Town,Hennur,2.59,12.88,0,,No,No,No,0,,0,,277.27,18.92,3,3.3,Success
14-10-2025,08:59,CNR5039703682,CUST64128,Auto,Whitefield,Hennur,,,0,,No,No,No,1,Customer Related Issue,0,,206.68,7.47,,,Cancelled by Driver
06-10-2025,19:24,CNR8862441896,CUST18872,Auto,Mahadevapura,Yelahanka,3.43,21.41,0,,No,No,No,0,,0,,199.93,2.09,4,4.2,Success
10-10-2025,17:58,CNR1071989700,CUST56205,eBike,MG Road,JP Nagar,,,0,,No,No,No,1,Too Many People,0,,385.98,8.16,,,Cancelled by Driver
16-10-2025,22:56,CNR4430207170,CUST45524,eBike,Kundalahalli,JP Nagar Phase 7,,,1,Change of Plans,No,No,No,0,,0,,576.24,8.73,,,Cancelled by Customer
18-10-2025,18:20,CNR2359506409,CUST23072,Mini,KR Puram,Sanjay Nagar,8.26,7.19,0,,No,No,No,0,,0,,177.89,8.56,4,3.1,Success
27-10-2025,00:37,CNR7248478450,CUST45569,Auto,Nagarbhavi,Mahadevapura,,,0,,No,No,No,1,Too Many People,0,,493.82,8.75,,,Cancelled by Driver
20-10-2025,04:52,CNR3741138540,CUST26480,Prime Plus,Hoodi,Cox Town,12.77,19.4,0,,No,No,No,0,,0,,288.52,13.49,4.4,3.5,Success
06-10-2025,18:05,CNR1020780241,CUST83111,Auto,Malleshwaram,Indiranagar,,,0,,No,No,No,0,,1,Other Issue,567.26,9.35,,,Incomplete
19-10-2025,16:18,CNR3050810789,CUST91526,Prime SUV,JP Nagar Phase 7,Banaswadi,8.75,11.03,0,,No,No,No,0,,0,,544.63,13.89,3.8,4.7,Success
03-10-2025,16:37,CNR9747257668,CUST17475,Mini,Marathahalli,Cox Town,11.13,7.16,0,,No,No,No,0,,0,,228.15,10.39,4.6,4.1,Success
12-10-2025,18:16,CNR3146710119,CUST33916,Auto,Electronic City,BTM Layout,,,0,,No,No,No,1,Customer Sick/Coughing,0,,953.62,14.68,,,Cancelled by Driver
16-10-2025,11:17,CNR1984337317,CUST85015,Auto,Bannerghatta Road,Indiranagar,8.22,8.49,0,,No,No,No,0,,0,,484.7,17.77,3.1,4.3,Success
03-10-2025,21:58,CNR2085987611,CUST13759,Prime SUV,Whitefield Main Road,Varthur,14.81,15.59,0,,No,No,No,0,,0,,840.4,4.26,4.4,4.4,Success
16-10-2025,23:37,CNR6605853171,CUST50931,Auto,Rajajinagar,Vijayanagar,10.97,9.58,0,,No,No,No,0,,0,,241.75,14.67,4.7,3.2,Success
04-10-2025,08:47,CNR3009481392,CUST61919,Prime SUV,Sarjapur Road,Basavanagudi,14.77,6.45,0,,No,No,No,0,,0,,254.98,5.7,4.2,3.1,Success
25-10-2025,19:28,CNR5012762283,CUST53510,Prime SUV,Malleshwaram,Kundalahalli,,,0,,No,No,No,0,,1,Other Issue,598.42,2.24,,,Incomplete
20-10-2025,04:22,CNR8932867158,CUST85002,Prime Plus,Koramangala,Horamavu,,,1,Change of Plans,No,No,No,0,,0,,360.55,12.91,,,Cancelled by Customer
13-10-2025,09:29,CNR8287452581,CUST45747,Mini,Nagarbhavi,Richmond Town,10.28,19.31,0,,No,No,No,0,,0,,505.63,10.17,4.7,4.4,Success
04-10-2025,04:42,CNR2472215275,CUST53417,Mini,Electronic City,Domlur,11.23,15.42,0,,No,No,No,0,,0,,419.97,7.35,4.7,4.7,Success
04-10-2025,01:18,CNR2161427650,CUST57738,Mini,CV Raman Nagar,Yeshwanthpur,9.55,5.89,0,,No,No,No,0,,0,,201.06,18.27,3.7,3.1,Success
07-10-2025,15:16,CNR4226926002,CUST93390,Auto,Sanjay Nagar,Basavanagudi,5.56,19.73,0,,No,No,No,0,,0,,363.05,2.18,4.2,3.6,Success
21-10-2025,09:08,CNR3834700123,CUST12931,Mini,Ulsoor,Domlur,,,0,,No,No,No,1,Customer Sick/Coughing,0,,399.98,12.13,,,Cancelled by Driver
12-10-2025,21:06,CNR9047962822,CUST58563,Auto,Whitefield Main Road,Basavanagudi,11.15,19.07,0,,No,No,No,0,,0,,261.59,17.32,4.8,3.8,Success
02-10-2025,14:53,CNR4190309511,CUST77910,Auto,Hoodi,Rajajinagar,2.14,22.86,0,,No,No,No,0,,0,,792.92,13.84,3.1,3.6,Success
16-10-2025,11:26,CNR5129846254,CUST74255,Mini,Brookefield,Whitefield Main Road,3.05,17.08,0,,No,No,No,0,,0,,174.97,16.31,3.4,4.8,Success
07-10-2025,07:36,CNR2600406667,CUST23715,Prime Plus,JP Nagar,Frazer Town,14.74,5.64,0,,No,No,No,0,,0,,207.67,4.54,4.6,3.5,Success
19-10-2025,08:37,CNR5688618955,CUST77395,Auto,Whitefield Main Road,BTM 2nd Stage,14.56,16.51,0,,No,No,No,0,,0,,793.96,5.17,4.1,3.6,Success
11-10-2025,00:16,CNR8409099604,CUST17137,Prime SUV,BTM 2nd Stage,HSR Sector 2,5.1,10.01,0,,No,No,Yes,0,,0,,473.62,18.2,4.1,3.8,Success
01-10-2025,12:20,CNR8793840279,CUST12835,Auto,Rajajinagar,KR Puram,,,1,Change of Plans,No,No,No,0,,0,,275.6,11.74,,,Cancelled by Customer
09-10-2025,03:55,CNR9567336045,CUST20645,Prime SUV,Marathahalli,HSR Layout,,,0,,No,No,No,1,Customer Sick/Coughing,0,,349.79,2.8,,,Cancelled by Driver
05-10-2025,09:19,CNR6927623711,CUST15219,Auto,Rajajinagar,Koramangala,10.99,9.45,0,,No,No,No,0,,0,,812.07,6.28,3.4,3.4,Success
26-10-2025,08:19,CNR9670927751,CUST63806,Auto,Nagawara,RT Nagar,,,0,,No,No,No,1,Too Many People,0,,188.84,5.95,,,Cancelled by Driver
17-10-2025,13:44,CNR7542983636,CUST28220,Auto,Hebbal,Varthur,,,0,,No,No,No,1,Personal Car Issue,0,,924.07,18.16,,,Cancelled by Driver
27-10-2025,11:31,CNR5156317182,CUST84475,Prime Plus,Banaswadi,Indiranagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,141.68,18.65,,,Cancelled by Driver
01-10-2025,09:33,CNR4510740084,CUST87996,Mini,Sarjapur Road,RT Nagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,171.08,11.66,,,Cancelled by Driver
17-10-2025,02:51,CNR9395613358,CUST15850,Prime SUV,JP Nagar,Rajajinagar,12.92,12.76,0,,Yes,No,Yes,0,,0,,320.74,7.24,3.5,4.9,Success
12-10-2025,09:47,CNR3057969597,CUST77988,eBike,Koramangala,Kundalahalli,,,0,,No,Yes,No,1,Personal Car Issue,0,,841.14,5.81,,,Cancelled by Driver
25-10-2025,10:10,CNR7093851996,CUST72959,Auto,Bellandur,Nagarbhavi,,,1,Wrong Address,No,No,No,0,,0,,756.87,4.46,,,Cancelled by Customer
13-10-2025,10:08,CNR2179460318,CUST70263,Auto,Mahadevapura,BTM 2nd Stage,7.2,15.04,0,,No,No,No,0,,0,,496.14,5.71,4.7,4,Success
24-10-2025,22:56,CNR7451739282,CUST11148,Auto,Jayanagar,Vijayanagar,,,0,,No,No,No,0,,1,Customer Demand,323.97,15.75,,,Incomplete
11-10-2025,16:48,CNR4392223261,CUST65207,Mini,Hoodi,Banashankari,,,0,,No,No,No,1,Customer Related Issue,0,,742.05,15.69,,,Cancelled by Driver
13-10-2025,16:34,CNR2325809918,CUST27992,Auto,KR Puram,Hoodi,,,0,,No,No,No,0,,1,Customer Demand,248.88,7.38,,,Incomplete
31-10-2025,21:51,CNR3651093716,CUST23154,Auto,Yelahanka,Kadugodi,10.09,5.82,0,,No,No,No,0,,0,,418.8,1.52,4.7,3.1,Success
13-10-2025,12:19,CNR7623983410,CUST38370,Mini,Kundalahalli,Nagawara,4.74,22.53,0,,No,No,No,0,,0,,234.07,17.44,3.6,5,Success
06-10-2025,12:20,CNR9006850380,CUST14518,Auto,Frazer Town,Sarjapur Road,12.04,15.9,0,,No,No,No,0,,0,,417.19,7.51,4,4.6,Success
26-10-2025,00:56,CNR2192672186,CUST36532,Auto,Jayanagar,Domlur,,,0,,No,No,No,1,Customer Related Issue,0,,268.53,18.28,,,Cancelled by Driver
31-10-2025,17:39,CNR7775412614,CUST11504,Auto,Mahadevapura,Cox Town,6.81,22.22,0,,No,No,No,0,,0,,308.31,5.29,3.9,4.5,Success
31-10-2025,07:57,CNR9837649275,CUST99671,Prime Plus,Domlur,Varthur,,,1,Wrong Address,No,No,No,0,,0,,254.92,1.91,,,Cancelled by Customer
22-10-2025,00:16,CNR7159165513,CUST66124,Auto,MG Road,BTM 2nd Stage,,,0,,No,No,No,0,,1,Vehicle Breakdown,990.43,2.43,,,Incomplete
06-10-2025,07:05,CNR7220213421,CUST51147,Mini,Cox Town,Sanjay Nagar,5.44,18.71,0,,No,No,Yes,0,,0,,397.54,14.16,4.3,3.3,Success
20-10-2025,15:59,CNR8584057988,CUST63174,eBike,Koramangala 5th Block,RT Nagar,7.94,16.02,0,,No,No,No,0,,0,,318.04,13.08,3.8,3.8,Success
21-10-2025,17:18,CNR6494070216,CUST78666,Prime Plus,Ulsoor,Koramangala,5.2,9.14,0,,No,No,No,0,,0,,410.54,13.58,4.2,3.2,Success
10-10-2025,04:04,CNR2200686875,CUST49995,eBike,Ulsoor,CV Raman Nagar,,,0,,No,No,No,1,Too Many People,0,,1177.76,14.54,,,Cancelled by Driver
19-10-2025,07:38,CNR5549481265,CUST55730,Auto,Kadugodi,JP Nagar Phase 7,10.87,10.27,0,,No,No,No,0,,0,,210.1,19.94,4.8,3.5,Success
03-10-2025,03:14,CNR9473230544,CUST88689,Prime SUV,MG Road,Kalyan Nagar,,,0,,No,No,No,1,Personal Car Issue,0,,133.42,18.12,,,Cancelled by Driver
26-10-2025,13:44,CNR6411111208,CUST46190,Prime Plus,Nagawara,Sarjapur Road,,,1,Change of Plans,No,No,No,0,,0,,270.97,8.81,,,Cancelled by Customer
07-10-2025,19:39,CNR1790056254,CUST69538,Mini,Richmond Town,CV Raman Nagar,9.5,19.29,0,,No,No,No,0,,0,,224.72,19.87,3.6,3.4,Success
05-10-2025,15:21,CNR9831968439,CUST12822,Prime Plus,Peenya,Marathahalli,3.45,13.51,0,,No,No,No,0,,0,,469.96,10.95,4.3,3.4,Success
08-10-2025,08:33,CNR8122914362,CUST39587,Prime Plus,Nagawara,RT Nagar,11.09,20.1,0,,No,No,No,0,,0,,201.75,8.47,3.7,3.8,Success
05-10-2025,07:39,CNR2234790482,CUST83474,Mini,Hoodi,Jayanagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,774.62,10.15,,,Cancelled by Driver
12-10-2025,06:31,CNR4699769405,CUST60645,Prime Plus,Malleshwaram,Richmond Town,8.63,14,0,,No,No,No,0,,0,,445.26,12.09,4.5,4.1,Success
04-10-2025,15:30,CNR9516378247,CUST37896,Mini,HSR Layout,Koramangala 5th Block,8.19,7.21,0,,No,No,No,0,,0,,209.16,16.71,4.8,3.4,Success
30-10-2025,04:47,CNR2058442962,CUST68781,Auto,Cox Town,Kadugodi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,155.67,17.99,,,Cancelled by Driver
19-10-2025,14:47,CNR9363610472,CUST89421,Prime Plus,Koramangala 5th Block,KR Puram,6.52,11.05,0,,No,No,No,0,,0,,357.74,2.94,3.7,3.3,Success
28-10-2025,03:23,CNR8551021480,CUST91448,Auto,Kundalahalli,Hoskote,,,0,,No,No,No,0,,1,Customer Demand,310.79,14.42,,,Incomplete
18-10-2025,08:53,CNR2501336988,CUST17471,Prime SUV,Brookefield,Domlur,,,1,Change of Plans,No,No,No,0,,0,,352.45,4.2,,,Cancelled by Customer
03-10-2025,04:10,CNR8174617552,CUST12649,eBike,HSR Sector 2,KR Puram,3.16,16.51,0,,No,No,No,0,,0,,357.25,4.48,3.1,4.4,Success
07-10-2025,08:07,CNR4699887883,CUST69306,Prime Plus,Frazer Town,Hoodi,9.46,21.91,0,,No,No,No,0,,0,,332.85,15.01,4.2,3.4,Success
08-10-2025,05:20,CNR6758182782,CUST76880,Prime Plus,Nagawara,Peenya,12.99,7.55,0,,No,No,No,0,,0,,173.29,3.03,3.6,4.8,Success
15-10-2025,00:45,CNR9489436792,CUST15348,eBike,Frazer Town,Hennur,5.53,14.46,0,,No,No,No,0,,0,,133.81,9.05,4.5,4,Success
21-10-2025,06:54,CNR3792451711,CUST48630,Mini,Lalbagh,Banashankari,7.38,7.27,0,,No,No,No,0,,0,,774.06,7.91,4.5,4.7,Success
27-10-2025,16:43,CNR4034417930,CUST47695,Mini,Domlur,Bellandur,,,0,,No,No,No,0,,1,Vehicle Breakdown,719.39,17.84,,,Incomplete
17-10-2025,06:17,CNR3534194056,CUST38708,Mini,Nagawara,CV Raman Nagar,,,0,,No,No,No,1,Customer Related Issue,0,,842.88,19.28,,,Cancelled by Driver
19-10-2025,03:11,CNR5333227017,CUST23708,Prime SUV,Marathahalli,RT Nagar,13.41,10.15,0,,No,No,No,0,,0,,325.41,16.88,3.9,3.1,Success
04-10-2025,09:30,CNR1713779330,CUST58444,Auto,BTM 2nd Stage,Jayanagar,8.39,15.37,0,,No,No,No,0,,0,,228.95,16.43,3.3,4.5,Success
16-10-2025,04:11,CNR9318779773,CUST76483,Prime SUV,JP Nagar,MG Road,11.2,21.46,0,,No,No,No,0,,0,,631.71,5.08,3.6,4.2,Success
26-10-2025,07:55,CNR3511226289,CUST93156,Mini,Indiranagar,Bellandur,,,0,,No,No,Yes,1,Customer Related Issue,0,,280.12,1.27,,,Cancelled by Driver
13-10-2025,14:58,CNR4945682627,CUST24893,Mini,Kadugodi,Banashankari,9.41,5.72,0,,Yes,No,No,0,,0,,272.31,18.51,4.6,5,Success
29-10-2025,04:02,CNR6897920811,CUST99597,Prime SUV,Basavanagudi,Ramamurthy Nagar,6.48,17.37,0,,No,No,No,0,,0,,700.69,6.29,3.5,4.7,Success
12-10-2025,14:19,CNR6506007887,CUST51834,Prime Plus,CV Raman Nagar,Sanjay Nagar,14.07,12.34,0,,No,Yes,No,0,,0,,134.54,11.39,4.9,4.7,Success
04-10-2025,02:38,CNR6749798072,CUST48462,Mini,JP Nagar,Kundalahalli,,,0,,No,No,No,1,Customer Related Issue,0,,197.27,15.98,,,Cancelled by Driver
12-10-2025,15:22,CNR4645007236,CUST86409,Mini,Banashankari,Basavanagudi,,,0,,No,No,No,0,,1,Other Issue,400.18,15.49,,,Incomplete
17-10-2025,06:52,CNR7611972826,CUST68660,Prime SUV,Yelahanka,Yeshwanthpur,13.14,22.03,0,,No,No,No,0,,0,,327.65,17.16,3.3,4.3,Success
26-10-2025,15:03,CNR6731489641,CUST24102,Prime Plus,HSR Layout,Sarjapur Road,4.19,24.18,0,,No,No,No,0,,0,,810.26,4.39,5,4.8,Success
09-10-2025,21:03,CNR1793748023,CUST20143,Auto,Bellandur,Marathahalli,3.75,23.08,0,,Yes,No,No,0,,0,,370.32,8.2,4.2,4.1,Success
12-10-2025,13:15,CNR6003036268,CUST61090,Prime Plus,Brookefield,Whitefield,,,1,Change of Plans,No,No,No,0,,0,,201.68,19.05,,,Cancelled by Customer
26-10-2025,05:15,CNR8366396295,CUST72629,Prime SUV,RT Nagar,Horamavu,13.38,20.17,0,,No,No,No,0,,0,,424.47,7.61,3.3,3.5,Success
31-10-2025,19:58,CNR5861475620,CUST94974,Mini,HSR Sector 2,Electronic City,7.53,9.86,0,,No,No,No,0,,0,,356.36,6.86,3.4,4.2,Success
15-10-2025,19:35,CNR2587582034,CUST89690,Auto,Kundalahalli,Nagawara,,,1,Change of Plans,No,No,No,0,,0,,301.51,8.18,,,Cancelled by Customer
20-10-2025,21:40,CNR9755643901,CUST40344,Mini,Cox Town,Yelahanka,,,0,,No,No,No,0,,1,Vehicle Breakdown,252.12,14.05,,,Incomplete
02-10-2025,17:57,CNR1992529476,CUST73692,Prime Plus,Whitefield Main Road,Bellandur,,,0,,Yes,No,No,1,Customer Sick/Coughing,0,,396.75,8.12,,,Cancelled by Driver
29-10-2025,15:29,CNR2563753056,CUST28954,Mini,Mahadevapura,Electronic City,9.77,8.9,0,,No,No,No,0,,0,,285.27,10.81,4.7,3.4,Success
09-10-2025,06:14,CNR1607616170,CUST99092,Auto,Ramamurthy Nagar,Vijayanagar,,,0,,No,No,No,0,,1,Customer Demand,484.81,5.23,,,Incomplete
14-10-2025,11:10,CNR9776062632,CUST37501,Prime Plus,Peenya,Rajajinagar,,,0,,No,No,No,1,Too Many People,0,,353.99,12.85,,,Cancelled by Driver
04-10-2025,03:00,CNR9655349399,CUST19136,Mini,Sarjapur Road,BTM 2nd Stage,9.85,16.32,0,,No,No,No,0,,0,,303.91,5.84,4.1,4.3,Success
04-10-2025,16:21,CNR9139523297,CUST47129,Auto,Sarjapur Road,RT Nagar,3.96,19.91,0,,No,No,No,0,,0,,262.42,11.2,3.8,4.3,Success
27-10-2025,16:12,CNR5274345098,CUST60609,Auto,Domlur,Frazer Town,4.89,18.19,0,,Yes,No,No,0,,0,,532.28,18.55,3.6,4.4,Success
06-10-2025,20:29,CNR2412664829,CUST47462,eBike,Kundalahalli,Koramangala,,,0,,No,No,No,1,Personal Car Issue,0,,318.83,19.46,,,Cancelled by Driver
24-10-2025,11:22,CNR1929299994,CUST59746,Prime SUV,Rajajinagar,KR Puram,,,0,,No,No,No,0,,1,Vehicle Breakdown,284.41,19.63,,,Incomplete
05-10-2025,21:59,CNR8816326370,CUST55523,Prime SUV,Domlur,Frazer Town,5.14,16.75,0,,No,No,No,0,,0,,108.39,5.57,3.3,3.3,Success
28-10-2025,17:57,CNR6106750193,CUST40583,Prime SUV,Brookefield,Koramangala 5th Block,,,0,,No,No,No,1,Too Many People,0,,262.73,6.41,,,Cancelled by Driver
24-10-2025,05:26,CNR3678169945,CUST39028,Prime SUV,Kundalahalli,Banashankari,6.8,16,0,,No,No,No,0,,0,,189.02,10.64,3.5,3.2,Success
17-10-2025,07:10,CNR1314372971,CUST94315,eBike,Kadugodi,Malleshwaram,,,0,,Yes,No,No,1,Personal Car Issue,0,,164.46,1.2,,,Cancelled by Driver
13-10-2025,02:33,CNR7545744365,CUST59009,Mini,Banashankari,Horamavu,,,1,Change of Plans,No,No,No,0,,0,,103.43,5.74,,,Cancelled by Customer
20-10-2025,19:17,CNR1866238836,CUST78835,Auto,Electronic City,HSR Layout,5.07,8.03,0,,No,No,No,0,,0,,162.59,18.91,3.6,4.2,Success
17-10-2025,11:56,CNR2008746017,CUST40948,Prime Plus,Koramangala,Banashankari,10.41,22.39,0,,No,No,No,0,,0,,362.63,7.66,3.7,3.3,Success
19-10-2025,03:46,CNR5679591785,CUST56986,Prime Plus,Brookefield,Horamavu,,,1,Change of Plans,No,No,No,0,,0,,410.24,1.7,,,Cancelled by Customer
27-10-2025,01:35,CNR1801164420,CUST36349,Mini,Mahadevapura,Horamavu,,,0,,No,No,No,1,Personal Car Issue,0,,411.1,14.44,,,Cancelled by Driver
23-10-2025,16:22,CNR3815324589,CUST63406,Prime Plus,HSR Layout,Hebbal,7.06,18.05,0,,No,No,No,0,,0,,132.57,8.94,3.2,3.7,Success
01-10-2025,16:36,CNR4842228449,CUST43334,Prime Plus,Banaswadi,Vijayanagar,,,0,,No,No,No,1,Personal Car Issue,0,,197.14,1.68,,,Cancelled by Driver
21-10-2025,22:44,CNR3319293252,CUST79039,eBike,Malleshwaram,Koramangala 5th Block,,,1,Change of Plans,No,No,No,0,,0,,793.15,18.95,,,Cancelled by Customer
17-10-2025,18:33,CNR1258013213,CUST35057,Mini,Domlur,Hennur,11.06,17.16,0,,No,No,No,0,,0,,199.14,11.73,4.3,4.8,Success
22-10-2025,22:42,CNR3494413118,CUST56250,Prime Plus,Hoskote,Whitefield Main Road,,,0,,No,No,No,1,Customer Sick/Coughing,0,,436.17,16.18,,,Cancelled by Driver
25-10-2025,02:33,CNR2501465768,CUST58001,Prime Plus,Vijayanagar,Kalyan Nagar,7.74,10.75,0,,No,Yes,No,0,,0,,309.64,15.44,3.5,4.5,Success
03-10-2025,03:58,CNR8698459077,CUST24945,Prime SUV,Mahadevapura,Whitefield,11.57,18.95,0,,No,No,No,0,,0,,224.13,6.82,3.7,3.7,Success
27-10-2025,03:51,CNR1887039218,CUST33897,Mini,Rajajinagar,JP Nagar,7.67,12.32,0,,No,No,No,0,,0,,456.29,10.88,3.8,3.9,Success
27-10-2025,19:39,CNR1570671494,CUST73784,Mini,Banashankari,CV Raman Nagar,5.15,8.17,0,,No,No,No,0,,0,,367.2,9.42,3.1,4.4,Success
14-10-2025,08:11,CNR6557419673,CUST12281,Mini,BTM Layout,Bellandur,11.63,19.2,0,,No,No,No,0,,0,,307.57,9.44,4,4.2,Success
12-10-2025,17:07,CNR4858910908,CUST54698,Auto,Yeshwanthpur,Malleshwaram,,,1,Change of Plans,No,No,No,0,,0,,526.18,9.55,,,Cancelled by Customer
15-10-2025,15:52,CNR1493650607,CUST44585,Mini,Kadugodi,Mahadevapura,14.14,17.5,0,,No,No,No,0,,0,,276.06,13.53,3.1,3.6,Success
06-10-2025,22:35,CNR8081861805,CUST64100,Auto,Nagarbhavi,RT Nagar,12.06,15.17,0,,No,No,No,0,,0,,214.17,1.02,3.2,4,Success
20-10-2025,07:18,CNR1576146918,CUST25474,Auto,BTM 2nd Stage,Rajajinagar,,,0,,No,No,No,1,Personal Car Issue,0,,414.15,17.59,,,Cancelled by Driver
22-10-2025,04:49,CNR6322310484,CUST64413,Mini,Yelahanka,Richmond Town,13.63,18.54,0,,No,No,No,0,,0,,147.45,5.57,3.1,3.7,Success
02-10-2025,20:00,CNR9833248879,CUST31238,Prime Plus,Banashankari,Koramangala 5th Block,,,0,,No,No,No,1,Customer Related Issue,0,,229.33,5.3,,,Cancelled by Driver
04-10-2025,13:16,CNR3351955247,CUST70395,Prime Plus,Richmond Town,Bannerghatta Road,11.39,17.48,0,,No,No,No,0,,0,,233.6,7.8,3.4,5,Success
13-10-2025,06:12,CNR8197584603,CUST74078,Mini,BTM Layout,Bannerghatta Road,5.82,19.23,0,,No,No,No,0,,0,,478.62,19.12,3.8,3.4,Success
13-10-2025,21:58,CNR3037639476,CUST10872,Mini,Richmond Town,HSR Layout,8.11,20.09,0,,No,No,No,0,,0,,361.67,8.83,3.8,4.2,Success
23-10-2025,18:47,CNR4722053054,CUST16225,Prime Plus,Horamavu,Koramangala 5th Block,,,0,,No,No,No,0,,1,Other Issue,180.39,6.27,,,Incomplete
27-10-2025,20:57,CNR8807959754,CUST42438,Mini,Malleshwaram,Yeshwanthpur,2.22,18.53,0,,No,No,No,0,,0,,360.77,17.27,4.3,3.8,Success
22-10-2025,10:21,CNR1752600901,CUST15433,eBike,Horamavu,Bannerghatta Road,5.13,8.41,0,,No,No,No,0,,0,,581.41,17.37,3,4.2,Success
25-10-2025,06:51,CNR7704972618,CUST25843,Auto,Yeshwanthpur,Nagawara,8.96,21.27,0,,No,No,No,0,,0,,747.64,3.98,4.4,3.5,Success
27-10-2025,09:12,CNR2743090993,CUST93659,Auto,HSR Sector 2,Rajajinagar,,,0,,No,No,No,1,Customer Related Issue,0,,203.86,19.48,,,Cancelled by Driver
23-10-2025,06:18,CNR3196551936,CUST79916,Mini,Ramamurthy Nagar,Vijayanagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,481.69,1.42,,,Cancelled by Driver
17-10-2025,18:43,CNR9840374098,CUST28977,Mini,RT Nagar,Horamavu,10.99,16.17,0,,No,No,No,0,,0,,355.17,11.35,3.1,3.5,Success
06-10-2025,14:45,CNR2547462274,CUST32807,Auto,Rajajinagar,Yelahanka,,,0,,No,No,No,1,Personal Car Issue,0,,439.31,19.07,,,Cancelled by Driver
11-10-2025,03:49,CNR6796921707,CUST34810,Mini,Hoskote,Horamavu,,,1,Change of Plans,No,No,No,0,,0,,448.71,5.94,,,Cancelled by Customer
19-10-2025,19:28,CNR7865727033,CUST40555,Mini,CV Raman Nagar,Electronic City,10.28,9,0,,No,Yes,No,0,,0,,469.68,14.12,3.6,3.7,Success
16-10-2025,04:40,CNR9939809441,CUST68415,Mini,Indiranagar,MG Road,,,1,Wrong Address,No,No,No,0,,0,,131.14,6.88,,,Cancelled by Customer
08-10-2025,00:17,CNR1148624221,CUST52339,Mini,Kadugodi,Koramangala 5th Block,12.95,10.54,0,,No,No,No,0,,0,,223.72,14.08,3.8,3.9,Success
